"Sanford, FL","Lorton, VA"
"Raton, NM","Garden City, KS"
"Richmond, CA","Lincoln, NE"
"South Shore-South Portsmouth, KY","Culpeper, VA"
"Victorville, CA","Las Vegas, NM"
"Rockville, MD","Washington, DC"
"Shelby, MT","West Glacier, MT"
"Needles, CA","Flagstaff, AZ"
"St. Cloud, MN","St. Paul-Minneapolis, MN"
"Dyer, IN","Baltimore, MD"
"Malta, MT","Shelby, MT"
"Salisbury, NC","Quantico, VA"
"Bryan, OH","Toledo, OH"
"Fargo, ND","Tomah, WI"
"Winona, MN","Portage, WI"
"West Glacier, MT","Stanley, ND"
"Kelso-Longview, WA","Vancouver, WA"
"Del Rio, TX","Lake Charles, LA"
"Selma, NC","Durham, NC"
"Shelby, MT","Glasgow, MT"
"Cut Bank, MT","Vancouver, WA"
"Kankakee, IL","Yazoo City, MS"
"Tuscaloosa, AL","Culpeper, VA"
"West Glacier, MT","Wolf Point, MT"
"Cleburne, TX","Mineola, TX"
"Winnemucca, NV","Colfax, CA"
"Creston, IA","Colfax, CA"
"Mattoon, IL","Yazoo City, MS"
"Philadelphia, PA","Lafayette, IN"
"San Antonio, TX","Carlinville, IL"
"Danville, VA","Meridian, MS"
"Glasgow, MT","West Glacier, MT"
"Winter Park/Fraser, CO","Fort Morgan, CO"
"Yuma, AZ","Palm Springs, CA"
"Maysville, KY","Manassas, VA"
"Culpeper, VA","Manassas, VA"
"Ashland, KY","Indianapolis, IN"
"Anniston, AL","Meridian, MS"
"Kelso-Longview, WA","Oakland, CA"
"Mount Pleasant, IA","Ottumwa, IA"
"East Glacier Park, MT","Rugby, ND"
"Hastings, NE","Ottumwa, IA"
"New York, NY","Alderson, WV"
"Provo, UT","Green River, UT"
"Tuscaloosa, AL","Gastonia, NC"
"Wilmington, DE","Prince, WV"
"Connellsville, PA","Cumberland, MD"
"Charlottesville, VA","Gastonia, NC"
"Benson, AZ","Tucson, AZ"
"Danville, VA","Charlottesville, VA"
"Del Rio, TX","Deming, NM"
"Chico, CA","Burbank, CA"
"Devils Lake, ND","Malta, MT"
"Green River, UT","McCook, NE"
"Prince, WV","Culpeper, VA"
"Salisbury, NC","Lynchburg, VA"
"Selma, NC","Florence, SC"
"Princeton, IL","Mount Pleasant, IA"
"Pontiac, IL","Springfield, IL"
"Culpeper, VA","Ashland, KY"
"Edmonds, WA","Everett, WA"
"Southern Pines, NC","Lakeland, FL"
"Palatka, FL","Camden, SC"
"Kingstree, SC","Selma, NC"
"Wolf Point, MT","Glasgow, MT"
"Yemassee, SC","Winter Park, FL"
"Helper, UT","Lincoln, NE"
"Okeechobee, FL","Kissimmee, FL"
"Lawrence, KS","Las Vegas, NM"
"Kelso-Longview, WA","Paso Robles, CA"
"Wisconsin Dells, WI","Vancouver, WA"
"Pasco, WA","Sandpoint, ID"
"Sandpoint, ID","Pasco, WA"
"Boston, MA","Bryan, OH"
"Dyer, IN","Staunton, VA"
"Pasco, WA","Glenview, IL"
"Havre, MT","Malta, MT"
"Cut Bank, MT","Libby, MT"
"Edmonds, WA","Tomah, WI"
"La Plata, MO","Topeka, KS"
"Spartanburg, SC","High Point, NC"
"Kankakee, IL","Centralia, IL"
"Martinez, CA","Emeryville, CA"
"Glasgow, MT","Wisconsin Dells, WI"
"Glenview, IL","Essex, MT"
"Staunton, VA","Connersville, IN"
"Fargo, ND","Staples, MN"
"Lamar, CO","Kingman, AZ"
"Crawfordsville, IN","Charlottesville, VA"
"Indianapolis, IN","South Shore-South Portsmouth, KY"
"Kingstree, SC","Rocky Mount, NC"
"Newbern-Dyersburg, TN","Effingham, IL"
"Delray Beach, FL","Kingstree, SC"
"Harpers Ferry, WV","Rockville, MD"
"Kingstree, SC","Petersburg, VA"
"Cincinnati, OH","Dyer, IN"
"Deming, NM","New Orleans, LA"
"Devils Lake, ND","Wisconsin Dells, WI"
"New Iberia, LA","Benson, AZ"
"Ontario, CA","Alton, IL"
"Lawrence, KS","San Bernardino, CA"
"Lynchburg, VA","Manassas, VA"
"San Bernardino, CA","Lawrence, KS"
"Stanley, ND","Ephrata, WA"
"Glenview, IL","Malta, MT"
"Texarkana, AR","Poplar Bluff, MO"
"Arkadelphia, AR","Temple, TX"
"Columbus, WI","Wisconsin Dells, WI"
"Cut Bank, MT","Wenatchee, WA"
"Dillon, SC","Fayetteville, NC"
"Lamar, CO","Victorville, CA"
"McCook, NE","Osceola, IA"
"Okeechobee, FL","Winter Haven, FL"
"Rhinecliff, NY","Schenectady, NY"
"Spartanburg, SC","Manassas, VA"
"Roseville, CA","Sacramento, CA"
"Holdrege, NE","Burlington, IA"
"Schriever, LA","Ontario, CA"
"Wilson, NC","West Palm Beach, FL"
"Effingham, IL","Greenwood, MS"
"Lamy, NM","Winslow, AZ"
"Princeton, IL","Dodge City, KS"
"Centralia, IL","Memphis, TN"
"Elyria, OH","Elkhart, IN"
"Danville, VA","Toccoa, GA"
"Longview, TX","Pontiac, IL"
"Pomona, CA","Lake Charles, LA"
"Petersburg, VA","Delray Beach, FL"
"Toccoa, GA","Danville, VA"
"Victorville, CA","San Bernardino, CA"
"Walnut Ridge, AR","Hope, AR"
"Wolf Point, MT","Devils Lake, ND"
"Waterloo, IN","Cumberland, MD"
"Greenville, SC","Laurel, MS"
"Malta, MT","Detroit Lakes, MN"
"Shelby, MT","Devils Lake, ND"
"West Glacier, MT","Bingen-White Salmon, WA"
"Creston, IA","Omaha, NE"
"Brookhaven, MS","Jackson, MS"
"Cincinnati, OH","Ashland, KY"
"Libby, MT","La Crosse, WI"
"Libby, MT","Tomah, WI"
"Richmond, CA","Mount Pleasant, IA"
"Princeton, IL","Creston, IA"
"Indianapolis, IN","Rensselaer, IN"
"Lafayette, LA","New Iberia, LA"
"La Crosse, WI","Devils Lake, ND"
"Pasco, WA","Detroit Lakes, MN"
"Springfield, IL","Lincoln, IL"
"Trinidad, CO","Las Vegas, NM"
"Bryan, OH","Worcester, MA"
"Centralia, IL","Kankakee, IL"
"Jackson, MS","Hazlehurst, MS"
"Schriever, LA","Lake Charles, LA"
"Columbus, WI","Devils Lake, ND"
"Palm Springs, CA","Dallas, TX"
"Palm Springs, CA","Temple, TX"
"Temple, TX","Pomona, CA"
"Hamlet, NC","Okeechobee, FL"
"Princeton, IL","Lamar, CO"
"Alderson, WV","Charlottesville, VA"
"Southern Pines, NC","Columbia, SC"
"Ephrata, WA","Devils Lake, ND"
"Fargo, ND","Glasgow, MT"
"West Glacier, MT","Edmonds, WA"
"Lordsburg, NM","Maricopa, AZ"
"Sebring, FL","Florence, SC"
"Vancouver, WA","Devils Lake, ND"
"Laurel, MS","Picayune, MS"
"Barstow, CA","Fullerton, CA"
"Riverside, CA","Fullerton, CA"
"Walnut Ridge, AR","Pontiac, IL"
"Toledo, OH","Waterloo, IN"
"Yemassee, SC","Savannah, GA"
"Benson, AZ","Mineola, TX"
"Lafayette, IN","Culpeper, VA"
"Las Vegas, NM","Gallup, NM"
"Milwaukee, WI","Stanley, ND"
"Picayune, MS","Laurel, MS"
"Slidell, LA","Gastonia, NC"
"Burlington, IA","Colfax, CA"
"Creston, IA","Ottumwa, IA"
"South Shore-South Portsmouth, KY","Philadelphia, PA"
"Yazoo City, MS","McComb, MS"
"Effingham, IL","Homewood, IL"
"Grand Forks, ND","Bingen-White Salmon, WA"
"Thurmond, WV","Wilmington, DE"
"Waterloo, IN","Croton Harmon, NY"
"Hope, AR","Mineola, TX"
"Pasco, WA","Libby, MT"
"Glenwood Springs, CO","Winnemucca, NV"
"Schriever, LA","Del Rio, TX"
"Meridian, MS","Laurel, MS"
"Beaumont, TX","Palm Springs, CA"
"Hattiesburg, MS","Salisbury, NC"
"Naperville, IL","Winter Park/Fraser, CO"
"Benson, AZ","Ontario, CA"
"Detroit Lakes, MN","Shelby, MT"
"Glasgow, MT","East Glacier Park, MT"
"Joliet, IL","Yuma, AZ"
"Lamar, CO","Fullerton, CA"
"Little Rock, AR","Yuma, AZ"
"Dunsmuir, CA","Salinas, CA"
"Effingham, IL","Jackson, MS"
"Lafayette, LA","Yuma, AZ"
"Lamar, CO","Williams Junction, AZ"
"McComb, MS","Newbern-Dyersburg, TN"
"Rugby, ND","Everett, WA"
"Sandusky, OH","Erie, PA"
"Trenton, NJ","Montgomery, WV"
"Cleburne, TX","Dallas, TX"
"San Marcos, TX","Marshall, TX"
"Carbondale, IL","Mattoon, IL"
"Charleston, WV","Staunton, VA"
"Denmark, SC","Cary, NC"
"Trenton, NJ","Culpeper, VA"
"Worcester, MA","Utica, NY"
"Salt Lake City, UT","Provo, UT"
"Toccoa, GA","Meridian, MS"
"Vancouver, WA","Van Nuys, CA"
"Connellsville, PA","Alliance, OH"
"San Jose, CA","Martinez, CA"
"Mendota, IL","Fort Madison, IA"
"Okeechobee, FL","Denmark, SC"
"Trinidad, CO","Victorville, CA"
"Brookhaven, MS","Greenwood, MS"
"Greenwood, MS","Brookhaven, MS"
"Hutchinson, KS","Victorville, CA"
"Camden, SC","Hollywood, FL"
"Staunton, VA","Ashland, KY"
"Prince, WV","Trenton, NJ"
"Walnut Ridge, AR","Little Rock, AR"
"Elyria, OH","Rhinecliff, NY"
"Benson, AZ","Bloomington-Normal, IL"
"Benson, AZ","Poplar Bluff, MO"
"Deming, NM","St. Louis, MO"
"Malvern, AR","Benson, AZ"
"Alliance, OH","Cumberland, MD"
"Vancouver, WA","Libby, MT"
"Burlington, IA","Roseville, CA"
"Cincinnati, OH","Montgomery, WV"
"Helper, UT","McCook, NE"
"Hope, AR","El Paso, TX"
"Ontario, CA","Austin, TX"
"Texarkana, AR","El Paso, TX"
"Framingham, MA","Utica, NY"
"Fort Worth, TX","Lordsburg, NM"
"La Plata, MO","Hutchinson, KS"
"Framingham, MA","Pittsfield, MA"
"Huntington, WV","Lafayette, IN"
"Sanderson, TX","Palm Springs, CA"
"Cut Bank, MT","Glasgow, MT"
"San Marcos, TX","Tucson, AZ"
"Tucson, AZ","McGregor, TX"
"Alton, IL","Lincoln, IL"
"Marshall, TX","Walnut Ridge, AR"
"Princeton, IL","Hutchinson, KS"
"Wilson, NC","Miami, FL"
"Charleston, WV","Montgomery, WV"
"Princeton, IL","Winter Park/Fraser, CO"
"Salt Lake City, UT","Winter Park/Fraser, CO"
"Spartanburg, SC","Greensboro, NC"
"Mineola, TX","Longview, TX"
"Petersburg, VA","Fort Lauderdale, FL"
"Sandusky, OH","Croton Harmon, NY"
"Petersburg, VA","Quantico, VA"
"Winslow, AZ","Lamy, NM"
"Alton, IL","Walnut Ridge, AR"
"Bryan, OH","Poughkeepsie, NY"
"Culpeper, VA","Laurel, MS"
"Selma, NC","Petersburg, VA"
"Lake Charles, LA","Schriever, LA"
"Lamar, CO","San Bernardino, CA"
"Wilmington, DE","Laurel, MS"
"Clemson, SC","Tuscaloosa, AL"
"Yemassee, SC","Delray Beach, FL"
"Carlinville, IL","Little Rock, AR"
"Alliance, OH","Cleveland, OH"
"Lamy, NM","Albuquerque, NM"
"Holdrege, NE","Reno, NV"
"Hollywood, FL","Hamlet, NC"
"Kingman, AZ","Princeton, IL"
"Yemassee, SC","Palatka, FL"
"Danville, VA","Gainesville, GA"
"Philadelphia, PA","Connersville, IN"
"Yuma, AZ","Maricopa, AZ"
"Wisconsin Dells, WI","Everett, WA"
"Thurmond, WV","Charlottesville, VA"
"Bingen-White Salmon, WA","Pasco, WA"
"Elyria, OH","Schenectady, NY"
"Danville, VA","Culpeper, VA"
"La Plata, MO","Fort Madison, IA"
"Libby, MT","Bingen-White Salmon, WA"
"Petersburg, VA","Burlington, NC"
"Ephrata, WA","Milwaukee, WI"
"Mendota, IL","Riverside, CA"
"Riverside, CA","Mendota, IL"
"Riverside, CA","Princeton, IL"
"Gainesville, GA","Toccoa, GA"
"Marshall, TX","Taylor, TX"
"Lake Charles, LA","Lafayette, LA"
"Manassas, VA","Montgomery, WV"
"Glenview, IL","Shelby, MT"
"Anniston, AL","High Point, NC"
"Hastings, NE","Osceola, IA"
"Hope, AR","Austin, TX"
"East Glacier Park, MT","Devils Lake, ND"
"Waterloo, IN","South Bend, IN"
"Havre, MT","Cut Bank, MT"
"Hope, AR","Temple, TX"
"Pittsfield, MA","Erie, PA"
"Needles, CA","Galesburg, IL"
"Bloomington-Normal, IL","Ontario, CA"
"Brookhaven, MS","McComb, MS"
"Grand Junction, CO","Winter Park/Fraser, CO"
"Hattiesburg, MS","Culpeper, VA"
"Lordsburg, NM","Beaumont, TX"
"Ontario, CA","Bloomington-Normal, IL"
"Stanley, ND","Wishram, WA"
"Wishram, WA","Stanley, ND"
"Las Vegas, NM","Lamy, NM"
"Fort Worth, TX","Yuma, AZ"
"Ephrata, WA","St. Paul-Minneapolis, MN"
"St. Paul-Minneapolis, MN","Ephrata, WA"
"Manassas, VA","Maysville, KY"
"Benson, AZ","Little Rock, AR"
"Fredericksburg, VA","Petersburg, VA"
"Joliet, IL","Tucson, AZ"
"Rugby, ND","Pasco, WA"
"St. Louis, MO","Benson, AZ"
"Tucson, AZ","Malvern, AR"
"Walnut Ridge, AR","Tucson, AZ"
"Vancouver, WA","Bingen-White Salmon, WA"
"Detroit Lakes, MN","Everett, WA"
"Ashland, KY","Lafayette, IN"
"Anniston, AL","Picayune, MS"
"Lincoln, NE","Truckee, CA"
"Williams Junction, AZ","Dodge City, KS"
"Selma, NC","Dillon, SC"
"Harpers Ferry, WV","Alliance, OH"
"Indianapolis, IN","Maysville, KY"
"Denmark, SC","Lakeland, FL"
"Gallup, NM","Fort Madison, IA"
"Hastings, NE","Truckee, CA"
"Libby, MT","Winona, MN"
"Winona, MN","Libby, MT"
"Cleburne, TX","Texarkana, AR"
"Las Vegas, NM","Trinidad, CO"
"McGregor, TX","Temple, TX"
"Charleston, WV","Crawfordsville, IN"
"Gainesville, GA","Greenville, SC"
"Shelby, MT","Wenatchee, WA"
"Redding, CA","Davis, CA"
"Del Rio, TX","Longview, TX"
"Charlottesville, VA","Montgomery, WV"
"Topeka, KS","Barstow, CA"
"Colfax, CA","Fort Morgan, CO"
"Gallup, NM","Winslow, AZ"
"Hutchinson, KS","Needles, CA"
"Picayune, MS","Greensboro, NC"
"Reno, NV","Holdrege, NE"
"Riverside, CA","San Bernardino, CA"
"South Bend, IN","Elkhart, IN"
"Camden, SC","Rocky Mount, NC"
"Bryan, OH","Cleveland, OH"
"Alton, IL","Hope, AR"
"Clemson, SC","Salisbury, NC"
"Elko, NV","Creston, IA"
"Hope, AR","Alton, IL"
"Jacksonville, FL","Selma, NC"
"Lawrence, KS","Winslow, AZ"
"Okeechobee, FL","Deland, FL"
"Texarkana, AR","Taylor, TX"
"Winnemucca, NV","Lincoln, NE"
"La Plata, MO","Garden City, KS"
"Cleburne, TX","Joliet, IL"
"Green River, UT","Hastings, NE"
"Barstow, CA","Williams Junction, AZ"
"Hinton, WV","Huntington, WV"
"Del Rio, TX","Dallas, TX"
"Princeton, IL","Granby, CO"
"Maricopa, AZ","Benson, AZ"
"Arkadelphia, AR","Deming, NM"
"Camden, SC","Deerfield Beach, FL"
"Las Vegas, NM","Mendota, IL"
"Mendota, IL","Winslow, AZ"
"Clemson, SC","Anniston, AL"
"Charlottesville, VA","Alderson, WV"
"Richmond, CA","Osceola, IA"
"Spartanburg, SC","Charlotte, NC"
"Galesburg, IL","Needles, CA"
"Lawrence, KS","Riverside, CA"
"La Crosse, WI","Winona, MN"
"Richmond, CA","Granby, CO"
"Staples, MN","Devils Lake, ND"
"Winslow, AZ","Topeka, KS"
"Elyria, OH","Waterloo, IN"
"Kissimmee, FL","Okeechobee, FL"
"Burbank, CA","Redding, CA"
"Chemult, OR","Dunsmuir, CA"
"Deming, NM","Fort Worth, TX"
"Ottumwa, IA","Provo, UT"
"Winona, MN","Wenatchee, WA"
"Dyer, IN","White Sulphur Springs, WV"
"Lincoln, NE","Osceola, IA"
"Rensselaer, IN","Ashland, KY"
"White Sulphur Springs, WV","Dyer, IN"
"Washington, DC","Montgomery, WV"
"El Paso, TX","Deming, NM"
"Joliet, IL","Mineola, TX"
"Mineola, TX","Joliet, IL"
"Greenville, SC","Gainesville, GA"
"Newbern-Dyersburg, TN","Greenwood, MS"
"Winter Park/Fraser, CO","Sacramento, CA"
"Baltimore, MD","Alderson, WV"
"Tomah, WI","Columbus, WI"
"Mount Pleasant, IA","Princeton, IL"
"Tuscaloosa, AL","Clemson, SC"
"Selma, NC","Kingstree, SC"
"Dyer, IN","Cincinnati, OH"
"Davis, CA","Princeton, IL"
"Boston, MA","Bryan, OH"
"Hamlet, NC","Rocky Mount, NC"
"Palatka, FL","Yemassee, SC"
"High Point, NC","Lynchburg, VA"
"Burlington, IA","Davis, CA"
"Davis, CA","Burlington, IA"
"Kingstree, SC","Yemassee, SC"
"Lafayette, LA","Sanderson, TX"
"Ottumwa, IA","Richmond, CA"
"Camden, SC","Cary, NC"
"Columbus, WI","Wolf Point, MT"
"Newark, NJ","Maysville, KY"
"Newark, NJ","Philadelphia, PA"
"Thurmond, WV","Indianapolis, IN"
"Wolf Point, MT","Columbus, WI"
"Dunsmuir, CA","Albany, OR"
"Vancouver, WA","Portland, OR"
"Klamath Falls, OR","Dunsmuir, CA"
"Gastonia, NC","Slidell, LA"
"Petersburg, VA","Denmark, SC"
"Rugby, ND","Malta, MT"
"Wenatchee, WA","Havre, MT"
"Mineola, TX","Texarkana, AR"
"Burlington, IA","Hastings, NE"
"Crawfordsville, IN","Staunton, VA"
"Dallas, TX","Palm Springs, CA"
"Helper, UT","Omaha, NE"
"Lincoln, NE","Princeton, IL"
"Lawrence, KS","Mendota, IL"
"Palm Springs, CA","Joliet, IL"
"Pontiac, IL","St. Louis, MO"
"Grand Junction, CO","Richmond, CA"
"Lynchburg, VA","High Point, NC"
"San Bernardino, CA","Barstow, CA"
"Culpeper, VA","Lafayette, IN"
"Williams Junction, AZ","Riverside, CA"
"Tomah, WI","Shelby, MT"
"Waterloo, IN","Worcester, MA"
"Cleburne, TX","Arkadelphia, AR"
"Toccoa, GA","Tuscaloosa, AL"
"Trinidad, CO","San Bernardino, CA"
"Wilmington, DE","Thurmond, WV"
"Wolf Point, MT","Wishram, WA"
"Olympia-Lacey, WA","Dunsmuir, CA"
"Portland, OR","Vancouver, WA"
"Slidell, LA","Culpeper, VA"
"Jackson, MS","Yazoo City, MS"
"Kelso-Longview, WA","Chemult, OR"
"Newark, NJ","Washington, DC"
"Winter Park/Fraser, CO","Naperville, IL"
"Winter Park/Fraser, CO","Reno, NV"
"Crawfordsville, IN","Charleston, WV"
"Dyer, IN","Montgomery, WV"
"Vancouver, WA","Chemult, OR"
"Baltimore, MD","Laurel, MS"
"Laurel, MS","Trenton, NJ"
"Toccoa, GA","Culpeper, VA"
"Erie, PA","Pittsfield, MA"
"Burlington, NC","Selma, NC"
"Buffalo-Depew, NY","Framingham, MA"
"Gastonia, NC","Picayune, MS"
"St. Louis, MO","Alpine, TX"
"Texarkana, AR","Pontiac, IL"
"Culpeper, VA","Prince, WV"
"White Sulphur Springs, WV","Thurmond, WV"
"Temple, TX","Hope, AR"
"Clemson, SC","Greensboro, NC"
"Gallup, NM","Lamy, NM"
"Lamy, NM","Gallup, NM"
"Marshall, TX","Lincoln, IL"
"Wishram, WA","Devils Lake, ND"
"Burbank, CA","Salem, OR"
"Centralia, WA","Simi Valley, CA"
"Petersburg, VA","Lakeland, FL"
"Simi Valley, CA","Centralia, WA"
"Van Nuys, CA","Kelso-Longview, WA"
"Effingham, IL","Fulton, KY"
"Glasgow, MT","La Crosse, WI"
"Hazlehurst, MS","Memphis, TN"
"Hazlehurst, MS","Newbern-Dyersburg, TN"
"High Point, NC","Spartanburg, SC"
"Poplar Bluff, MO","Alton, IL"
"Portage, WI","Wolf Point, MT"
"St. Louis, MO","Carlinville, IL"
"Winnemucca, NV","Fort Morgan, CO"
"Poplar Bluff, MO","Del Rio, TX"
"Columbus, WI","Tomah, WI"
"Centralia, IL","Newbern-Dyersburg, TN"
"Clifton Forge, VA","Huntington, WV"
"Fulton, KY","Greenwood, MS"
"Green River, UT","Holdrege, NE"
"Greenwood, MS","Fulton, KY"
"Holdrege, NE","Green River, UT"
"Joliet, IL","Maricopa, AZ"
"Libby, MT","Devils Lake, ND"
"Winslow, AZ","Hutchinson, KS"
"Red Wing, MN","St. Cloud, MN"
"Hazlehurst, MS","Hammond, LA"
"Gainesville, GA","Anniston, AL"
"McComb, MS","Yazoo City, MS"
"Delray Beach, FL","Wilmington, DE"
"Slidell, LA","Lynchburg, VA"
"Tucson, AZ","Walnut Ridge, AR"
"Centralia, IL","Brookhaven, MS"
"Culpeper, VA","White Sulphur Springs, WV"
"McCook, NE","Helper, UT"
"Alderson, WV","Baltimore, MD"
"Gainesville, GA","Clemson, SC"
"Mineola, TX","Alton, IL"
"Tuscaloosa, AL","Meridian, MS"
"Elkhart, IN","Springfield, MA"
"Green River, UT","Davis, CA"
"Kelso-Longview, WA","Dunsmuir, CA"
"Rhinecliff, NY","Elkhart, IN"
"Wolf Point, MT","Wenatchee, WA"
"Rensselaer, IN","Indianapolis, IN"
"Beaumont, TX","Lafayette, LA"
"Anniston, AL","Wilmington, DE"
"Elko, NV","Mount Pleasant, IA"
"Houston, TX","Yuma, AZ"
"Red Wing, MN","Cut Bank, MT"
"Jackson, MS","Newbern-Dyersburg, TN"
"Clemson, SC","Danville, VA"
"Hattiesburg, MS","Toccoa, GA"
"Hope, AR","Walnut Ridge, AR"
"McGregor, TX","Texarkana, AR"
"Ottumwa, IA","Hastings, NE"
"Toccoa, GA","Gastonia, NC"
"Kingman, AZ","Winslow, AZ"
"Marshall, TX","McGregor, TX"
"McGregor, TX","Marshall, TX"
"Garden City, KS","Barstow, CA"
"Wolf Point, MT","Rugby, ND"
"Cumberland, MD","Martinsburg, WV"
"Metropark, NJ","Philadelphia, PA"
"Elko, NV","Osceola, IA"
"Osceola, IA","Elko, NV"
"Mount Pleasant, IA","Creston, IA"
"Burlington, IA","Granby, CO"
"Danville, VA","Tuscaloosa, AL"
"Grand Forks, ND","Devils Lake, ND"
"Granby, CO","Burlington, IA"
"Okeechobee, FL","Petersburg, VA"
"Princeton, IL","Fort Madison, IA"
"Fort Worth, TX","Carlinville, IL"
"Princeton, IL","Lawrence, KS"
"Chicago, IL","Sanderson, TX"
"Lamar, CO","Lawrence, KS"
"Trinidad, CO","Gallup, NM"
"Wilmington, DE","South Shore-South Portsmouth, KY"
"Hinton, WV","Dyer, IN"
"Kelso-Longview, WA","Santa Barbara, CA"
"Riverside, CA","Barstow, CA"
"Beaumont, TX","Del Rio, TX"
"Prince, WV","Crawfordsville, IN"
"Vancouver, WA","Kelso-Longview, WA"
"Albany, OR","Salem, OR"
"Fort Worth, TX","Pomona, CA"
"Pomona, CA","Fort Worth, TX"
"Cleveland, OH","Connellsville, PA"
"Hamlet, NC","Petersburg, VA"
"Arkadelphia, AR","Little Rock, AR"
"Gainesville, GA","Tuscaloosa, AL"
"Mattoon, IL","Carbondale, IL"
"Rugby, ND","Glasgow, MT"
"Walnut Ridge, AR","McGregor, TX"
"Wolf Point, MT","Cut Bank, MT"
"Charleston, WV","Culpeper, VA"
"Dallas, TX","Deming, NM"
"McComb, MS","Brookhaven, MS"
"Cut Bank, MT","Edmonds, WA"
"Ashland, KY","Cincinnati, OH"
"Dodge City, KS","Williams Junction, AZ"
"Gastonia, NC","Greensboro, NC"
"Manassas, VA","Alexandria, VA"
"Salisbury, NC","Danville, VA"
"Winter Haven, FL","Petersburg, VA"
"Waterloo, IN","Elyria, OH"
"Bloomington-Normal, IL","Pontiac, IL"
"Harpers Ferry, WV","Sandusky, OH"
"Lincoln, IL","Mineola, TX"
"Mineola, TX","Lincoln, IL"
"Portage, WI","Glasgow, MT"
"Waterloo, IN","Toledo, OH"
"Alpine, TX","San Marcos, TX"
"Lamy, NM","Las Vegas, NM"
"Prince, WV","Cincinnati, OH"
"Longview, TX","Del Rio, TX"
"Tuscaloosa, AL","Gainesville, GA"
"Yuma, AZ","Benson, AZ"
"Homewood, IL","Kankakee, IL"
"Leavenworth, WA","Malta, MT"
"Red Wing, MN","Grand Forks, ND"
"Shelby, MT","Red Wing, MN"
"Schriever, LA","New Iberia, LA"
"Spartanburg, SC","Laurel, MS"
"Benson, AZ","Pomona, CA"
"Bloomington-Normal, IL","El Paso, TX"
"Lincoln, IL","Taylor, TX"
"Taylor, TX","Lincoln, IL"
"Beaumont, TX","New Iberia, LA"
"Hutchinson, KS","Kingman, AZ"
"Deming, NM","Houston, TX"
"Orlando, FL","Wilson, NC"
"Southern Pines, NC","Deerfield Beach, FL"
"Culpeper, VA","Charlottesville, VA"
"Alpine, TX","Benson, AZ"
"Hattiesburg, MS","High Point, NC"
"El Paso, TX","Poplar Bluff, MO"
"Temple, TX","Alton, IL"
"Anniston, AL","Clemson, SC"
"Palm Springs, CA","El Paso, TX"
"Salinas, CA","Centralia, WA"
"Winter Park/Fraser, CO","Ottumwa, IA"
"Meridian, MS","Tuscaloosa, AL"
"Charleston, WV","Hinton, WV"
"Hope, AR","Cleburne, TX"
"Grand Forks, ND","Detroit Lakes, MN"
"San Bernardino, CA","Riverside, CA"
"New York, NY","Croton Harmon, NY"
"Cut Bank, MT","Grand Forks, ND"
"Cumberland, MD","Connellsville, PA"
"Garden City, KS","Needles, CA"
"Princeton, IL","Las Vegas, NM"
"Joliet, IL","Pontiac, IL"
"Alliance, OH","Harpers Ferry, WV"
"Taylor, TX","Marshall, TX"
"Mineola, TX","Cleburne, TX"
"Deerfield Beach, FL","Petersburg, VA"
"Bloomington-Normal, IL","Carlinville, IL"
"Arkadelphia, AR","San Marcos, TX"
"Del Rio, TX","Schriever, LA"
"Walnut Ridge, AR","San Marcos, TX"
"Carbondale, IL","Effingham, IL"
"Elyria, OH","Martinsburg, WV"
"McComb, MS","Kankakee, IL"
"Williams Junction, AZ","Victorville, CA"
"Camden, SC","Savannah, GA"
"Burlington, IA","Princeton, IL"
"Mendota, IL","Galesburg, IL"
"Palatka, FL","Denmark, SC"
"Palm Springs, CA","Del Rio, TX"
"Trenton, NJ","Hamlet, NC"
"Walnut Ridge, AR","Alton, IL"
"Mattoon, IL","Kankakee, IL"
"Cincinnati, OH","Maysville, KY"
"Alpine, TX","New Iberia, LA"
"Green River, UT","Martinez, CA"
"Denmark, SC","Rocky Mount, NC"
"Elko, NV","Winter Park/Fraser, CO"
"McComb, MS","Effingham, IL"
"Malvern, AR","Austin, TX"
"McGregor, TX","Cleburne, TX"
"Manassas, VA","Culpeper, VA"
"Helper, UT","Granby, CO"
"Walnut Ridge, AR","El Paso, TX"
"Grand Forks, ND","Libby, MT"
"Glasgow, MT","Devils Lake, ND"
"Holdrege, NE","Lincoln, NE"
"Hutchinson, KS","Lamar, CO"
"Malta, MT","Essex, MT"
"Malta, MT","Stanley, ND"
"Walnut Ridge, AR","Malvern, AR"
"Cut Bank, MT","Detroit Lakes, MN"
"Wolf Point, MT","La Crosse, WI"
"Clemson, SC","High Point, NC"
"Kelso-Longview, WA","Centralia, WA"
"Lincoln, IL","Malvern, AR"
"Malvern, AR","Lincoln, IL"
"Rhinecliff, NY","Sandusky, OH"
"South Bend, IN","Boston, MA"
"Thurmond, WV","White Sulphur Springs, WV"
"Winslow, AZ","Garden City, KS"
"Sandpoint, ID","Devils Lake, ND"
"Anniston, AL","Tuscaloosa, AL"
"Greenville, SC","Gastonia, NC"
"Hutchinson, KS","Williams Junction, AZ"
"Newbern-Dyersburg, TN","Mattoon, IL"
"Roseville, CA","Colfax, CA"
"Hammond, LA","Hazlehurst, MS"
"Lamar, CO","Needles, CA"
"Elyria, OH","Toledo, OH"
"Prince, WV","White Sulphur Springs, WV"
"Beaumont, TX","Lake Charles, LA"
"Yazoo City, MS","Jackson, MS"
